Episodes,FirstPlayer,SecondPlayer,Wins,Draws,Losses,Invalids,MeanReward,PartialScore,Score,TrainEpisode,TrainTime,TrainStates,NewTestStates,TotalTestStates,NewEnvStates,EnvAgentStates,SumEnvStates,TestTime,TotalTestTime,alg,env_agent,train_episodes,eval_freq,obs_format,env_exploration_rate,n_envs,gamma,net_arch,filter_size,pad,r_win,r_draw,r_still_playing,r_lose,r_invalid,player_one_char,datetime,TotalTrainTime
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logs_server/logs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logs_server/logs/1_DQN_Random_Raw_-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,86.03,8000.0,0:14:45,1325.0,0.0,913.0,36.0,208.0,739.0,0:01:10,0:05:16,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T06:47:28,1:56:09
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,86.03,8000.0,0:14:45,1325.0,0.0,913.0,0.0,913.0,739.0,0:00:28,0:05:16,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T06:47:28,1:56:09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,73.8,22.68,3.52,0.0,1.67,81.62,85.1,12000.0,0:26:16,1350.0,184.0,1098.0,93.0,305.0,883.0,0:01:16,0:05:18,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T08:43:40,1:56:27
2500.0,Random,DQN,35.6,58.76,5.08,0.56,1.24,58.78,85.1,12000.0,0:26:16,1350.0,16.0,1114.0,22.0,356.0,883.0,0:01:05,0:05:18,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T08:43:40,1:56:27
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,85.1,12000.0,0:26:16,1350.0,0.0,1114.0,7.0,34.0,883.0,0:01:22,0:05:18,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T08:43:40,1:56:27
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,85.1,12000.0,0:26:16,1350.0,0.0,1114.0,14.0,188.0,883.0,0:01:07,0:05:18,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T08:43:40,1:56:27
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,85.1,12000.0,0:26:16,1350.0,0.0,1114.0,0.0,1114.0,883.0,0:00:27,0:05:18,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T08:43:40,1:56:27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,71.2,26.28,2.52,0.0,1.66,81.82,84.51,24000.0,1:02:16,1407.0,65.0,1512.0,40.0,388.0,1293.0,0:01:12,0:05:19,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T10:40:09,1:55:58
2500.0,Random,DQN,32.36,61.0,6.64,0.0,1.19,56.22,84.51,24000.0,1:02:16,1407.0,33.0,1545.0,22.0,542.0,1293.0,0:01:03,0:05:19,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T10:40:09,1:55:58
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,84.51,24000.0,1:02:16,1407.0,0.0,1545.0,14.0,52.0,1293.0,0:01:25,0:05:19,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T10:40:09,1:55:58
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,84.51,24000.0,1:02:16,1407.0,0.0,1545.0,16.0,311.0,1293.0,0:01:09,0:05:19,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T10:40:09,1:55:58
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,84.51,24000.0,1:02:16,1407.0,0.0,1545.0,0.0,1545.0,1293.0,0:00:28,0:05:19,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T10:40:09,1:55:58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,75.08,20.04,4.88,0.0,1.65,80.22,85.21,24000.0,1:02:20,1389.0,95.0,1526.0,44.0,361.0,1292.0,0:01:23,0:05:24,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T12:36:09,1:56:10
2500.0,Random,DQN,35.64,59.56,4.8,0.0,1.26,60.62,85.21,24000.0,1:02:20,1389.0,34.0,1560.0,22.0,544.0,1292.0,0:01:03,0:05:24,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T12:36:09,1:56:10
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,85.21,24000.0,1:02:20,1389.0,0.0,1560.0,4.0,73.0,1292.0,0:01:22,0:05:24,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T12:36:09,1:56:10
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,85.21,24000.0,1:02:20,1389.0,1.0,1561.0,17.0,314.0,1292.0,0:01:08,0:05:24,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T12:36:09,1:56:10
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,85.21,24000.0,1:02:20,1389.0,0.0,1561.0,0.0,1561.0,1292.0,0:00:26,0:05:24,DQN,MinMax,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-30T12:36:09,1:56:10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.26599999999999,0.24634399999999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logs_server/logs/7_DQN_MinMax_2D_0.2_98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,98.28,1.72,0.0,0.0,1.98,99.14,98.42,40000.0,1:39:08,3363.0,16.0,1543.0,7.0,279.0,1133.0,0:00:50,0:04:20,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T04:27:56,1:43:29
2500.0,Random,DQN,89.04,10.96,0.0,0.0,1.89,94.52,98.42,40000.0,1:39:08,3363.0,8.0,1551.0,5.0,429.0,1133.0,0:00:47,0:04:20,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T04:27:56,1:43:29
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,98.42,40000.0,1:39:08,3363.0,0.0,1551.0,4.0,102.0,1133.0,0:01:14,0:04:20,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T04:27:56,1:43:29
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,98.42,40000.0,1:39:08,3363.0,0.0,1551.0,5.0,323.0,1133.0,0:01:02,0:04:20,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T04:27:56,1:43:29
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,98.42,40000.0,1:39:08,3363.0,0.0,1551.0,0.0,1551.0,1133.0,0:00:24,0:04:20,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T04:27:56,1:43:29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,98.0,2.0,0.0,0.0,1.98,99.0,98.54,32000.0,1:17:19,3127.0,35.0,1318.0,14.0,225.0,986.0,0:00:54,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T06:11:28,1:43:01
2500.0,Random,DQN,90.68,9.2,0.12,0.0,1.9,95.16,98.54,32000.0,1:17:19,3127.0,8.0,1326.0,6.0,398.0,986.0,0:00:52,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T06:11:28,1:43:01
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,98.54,32000.0,1:17:19,3127.0,0.0,1326.0,6.0,77.0,986.0,0:01:15,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T06:11:28,1:43:01
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,98.54,32000.0,1:17:19,3127.0,0.0,1326.0,6.0,286.0,986.0,0:01:03,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T06:11:28,1:43:01
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,98.54,32000.0,1:17:19,3127.0,0.0,1326.0,0.0,1326.0,986.0,0:00:24,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T06:11:28,1:43:01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,97.44,2.2,0.36,0.0,1.97,98.18,98.44,36000.0,1:28:11,3138.0,9.0,1338.0,9.0,240.0,1019.0,0:00:49,0:04:29,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T07:54:32,1:43:28
2500.0,Random,DQN,91.12,8.88,0.0,0.0,1.91,95.56,98.44,36000.0,1:28:11,3138.0,0.0,1338.0,0.0,421.0,1019.0,0:00:49,0:04:29,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T07:54:32,1:43:28
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,98.44,36000.0,1:28:11,3138.0,0.0,1338.0,6.0,76.0,1019.0,0:01:15,0:04:29,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T07:54:32,1:43:28
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,98.44,36000.0,1:28:11,3138.0,0.0,1338.0,0.0,282.0,1019.0,0:01:08,0:04:29,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T07:54:32,1:43:28
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,98.44,36000.0,1:28:11,3138.0,0.0,1338.0,0.0,1338.0,1019.0,0:00:27,0:04:29,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T07:54:32,1:43:28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,97.16,2.84,0.0,0.0,1.97,98.58,98.61,24000.0,0:56:10,3074.0,24.0,1138.0,10.0,178.0,791.0,0:00:48,0:04:18,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T09:38:02,1:43:14
2500.0,Random,DQN,91.68,8.32,0.0,0.0,1.92,95.84,98.61,24000.0,0:56:10,3074.0,8.0,1146.0,6.0,337.0,791.0,0:00:48,0:04:18,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T09:38:02,1:43:14
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,98.61,24000.0,0:56:10,3074.0,0.0,1146.0,1.0,32.0,791.0,0:01:14,0:04:18,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T09:38:02,1:43:14
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,98.61,24000.0,0:56:10,3074.0,0.0,1146.0,5.0,244.0,791.0,0:01:02,0:04:18,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T09:38:02,1:43:14
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,98.61,24000.0,0:56:10,3074.0,0.0,1146.0,0.0,1146.0,791.0,0:00:24,0:04:18,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T09:38:02,1:43:14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,98.6,1.4,0.0,0.0,1.99,99.3,98.41,28000.0,1:06:34,3351.0,42.0,1397.0,19.0,215.0,1077.0,0:00:52,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T11:21:18,1:43:04
2500.0,Random,DQN,89.72,9.92,0.36,0.0,1.89,94.32,98.41,28000.0,1:06:34,3351.0,47.0,1444.0,17.0,490.0,1077.0,0:00:53,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T11:21:18,1:43:04
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,98.41,28000.0,1:06:34,3351.0,0.0,1444.0,10.0,72.0,1077.0,0:01:15,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T11:21:18,1:43:04
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,98.41,28000.0,1:06:34,3351.0,0.0,1444.0,15.0,300.0,1077.0,0:01:04,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T11:21:18,1:43:04
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,98.41,28000.0,1:06:34,3351.0,0.0,1444.0,0.0,1444.0,1077.0,0:00:24,0:04:30,DQN,MinMax,40000.0,4000.0,2D,0.2,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T11:21:18,1:43:04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,98.48400000000001,0.006104000000000208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logs_server/logs/8_DQN_Self_2D_0.0_93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,95.88,4.12,0.0,0.0,1.96,97.94,97.2,20000.0,0:47:47,3449.0,94.0,1698.0,32.0,210.0,1245.0,0:00:57,0:04:41,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T19:06:49,1:53:38
2500.0,Random,DQN,82.24,17.6,0.16,0.0,1.82,90.88,97.2,20000.0,0:47:47,3449.0,36.0,1734.0,27.0,613.0,1245.0,0:00:55,0:04:41,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T19:06:49,1:53:38
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,97.2,20000.0,0:47:47,3449.0,0.0,1734.0,8.0,67.0,1245.0,0:01:20,0:04:41,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T19:06:49,1:53:38
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,97.2,20000.0,0:47:47,3449.0,0.0,1734.0,22.0,355.0,1245.0,0:01:03,0:04:41,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T19:06:49,1:53:38
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,97.2,20000.0,0:47:47,3449.0,0.0,1734.0,0.0,1734.0,1245.0,0:00:24,0:04:41,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T19:06:49,1:53:38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,88.16,10.8,0.44,0.6,1.85,91.92,85.56,36000.0,1:36:29,3600.0,15.0,2171.0,9.0,342.0,1733.0,0:01:00,0:04:39,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T21:00:30,1:53:24
2500.0,Random,DQN,67.92,28.52,3.56,0.0,1.61,78.62,85.56,36000.0,1:36:29,3600.0,28.0,2199.0,35.0,773.0,1733.0,0:00:54,0:04:39,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T21:00:30,1:53:24
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,85.56,36000.0,1:36:29,3600.0,0.0,2199.0,2.0,98.0,1733.0,0:01:16,0:04:39,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T21:00:30,1:53:24
2500.0,MinMax,DQN,0.0,85.84,14.16,0.0,0.72,71.68,85.56,36000.0,1:36:29,3600.0,0.0,2199.0,18.0,520.0,1733.0,0:01:02,0:04:39,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T21:00:30,1:53:24
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,85.56,36000.0,1:36:29,3600.0,0.0,2199.0,0.0,2199.0,1733.0,0:00:25,0:04:39,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T21:00:30,1:53:24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,92.36,6.96,0.68,0.0,1.91,95.16,92.1,28000.0,1:11:56,3478.0,38.0,1881.0,20.0,281.0,1454.0,0:00:57,0:04:49,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T22:53:56,1:52:58
2500.0,Random,DQN,78.8,19.72,1.4,0.08,1.76,87.1,92.1,28000.0,1:11:56,3478.0,45.0,1926.0,35.0,646.0,1454.0,0:00:57,0:04:49,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T22:53:56,1:52:58
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,92.1,28000.0,1:11:56,3478.0,0.0,1926.0,5.0,90.0,1454.0,0:01:23,0:04:49,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T22:53:56,1:52:58
2500.0,MinMax,DQN,0.0,93.08,6.92,0.0,0.86,86.16,92.1,28000.0,1:11:56,3478.0,2.0,1928.0,31.0,437.0,1454.0,0:01:06,0:04:49,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T22:53:56,1:52:58
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,92.1,28000.0,1:11:56,3478.0,0.0,1928.0,0.0,1928.0,1454.0,0:00:24,0:04:49,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-10-31T22:53:56,1:52:58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,91.68,8.32,0.0,0.0,1.92,95.84,96.43,20000.0,0:48:22,3544.0,64.0,1634.0,29.0,205.0,1188.0,0:01:03,0:04:53,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T00:46:57,1:53:55
2500.0,Random,DQN,79.76,20.24,0.0,0.0,1.8,89.88,96.43,20000.0,0:48:22,3544.0,28.0,1662.0,24.0,587.0,1188.0,0:00:56,0:04:53,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T00:46:57,1:53:55
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,96.43,20000.0,0:48:22,3544.0,0.0,1662.0,12.0,60.0,1188.0,0:01:23,0:04:53,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T00:46:57,1:53:55
2500.0,MinMax,DQN,0.0,100.0,0.0,0.0,1.0,100.0,96.43,20000.0,0:48:22,3544.0,0.0,1662.0,20.0,336.0,1188.0,0:01:04,0:04:53,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T00:46:57,1:53:55
500.0,DQN,DQN,0.0,100.0,0.0,0.0,1.0,,96.43,20000.0,0:48:22,3544.0,0.0,1662.0,0.0,1662.0,1188.0,0:00:25,0:04:53,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T00:46:57,1:53:55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500.0,DQN,Random,95.0,4.76,0.24,0.0,1.95,97.14,93.33,16000.0,0:36:01,3360.0,117.0,1437.0,39.0,189.0,1060.0,0:00:58,0:04:40,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T02:40:53,1:53:26
2500.0,Random,DQN,78.28,20.88,0.84,0.0,1.77,87.88,93.33,16000.0,0:36:01,3360.0,141.0,1578.0,75.0,529.0,1060.0,0:00:54,0:04:40,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T02:40:53,1:53:26
2500.0,DQN,MinMax,0.0,100.0,0.0,0.0,1.0,100.0,93.33,16000.0,0:36:01,3360.0,0.0,1578.0,13.0,40.0,1060.0,0:01:17,0:04:40,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T02:40:53,1:53:26
2500.0,MinMax,DQN,0.0,94.16,5.84,0.0,0.88,88.32,93.33,16000.0,0:36:01,3360.0,0.0,1578.0,78.0,302.0,1060.0,0:01:03,0:04:40,DQN,Self,40000.0,4000.0,2D,0.0,1.0,1.0,"[64, 32, 32]",3.0,SAME,2.0,1.0,0.0,-1.0,-2.0,-,2020-11-01T02:40:53,1:53:26
