Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,3.1,1.3,26.7,68.9,-1.6,49.0
8000,10.2,9.9,25.4,54.5,-1.0,49.8
12000,23.7,46.1,9.0,21.2,0.4,49.3
16000,31.9,62.7,2.6,2.8,1.2,48.9
20000,35.4,59.8,1.9,3.0,1.2,52.5
24000,32.5,61.9,2.0,3.6,1.2,50.2
28000,34.8,59.2,2.3,3.7,1.2,50.1
32000,35.5,58.8,2.5,3.3,1.2,50.2
36000,35.9,58.1,2.6,3.4,1.2,50.7
40000,36.1,58.7,1.9,3.2,1.2,50.1
Min,3.1,1.3,1.9,2.8,-1.6,48.9
Max,36.1,62.7,26.7,68.9,1.2,52.5
Mean,27.9,47.6,7.7,16.8,0.6,50.1
