Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,12.6,1.1,11.2,75.1,-1.4,50.2
8000,13.6,5.1,37.0,44.3,-0.9,48.4
12000,12.9,43.0,22.6,21.5,0.0,49.4
16000,10.9,73.7,11.6,3.8,0.8,50.7
20000,4.6,85.0,6.7,3.7,0.8,50.4
24000,8.7,80.1,8.1,3.1,0.8,50.5
28000,3.5,87.7,4.6,4.2,0.8,50.5
32000,1.9,91.0,2.6,4.5,0.8,50.3
36000,3.8,87.5,4.4,4.2,0.8,49.5
40000,4.4,86.0,5.5,4.1,0.8,50.2
Min,1.9,1.1,2.6,3.1,-1.4,48.4
Max,13.6,91.0,37.0,75.1,0.8,50.7
Mean,7.7,64.0,11.4,16.9,0.3,50.0
