Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,0.0,1.6,31.6,66.8,-1.6,51.0
8000,0.0,14.7,28.1,57.1,-1.3,49.8
12000,0.0,68.5,10.4,21.1,0.2,49.5
16000,0.0,94.5,1.6,3.9,0.9,49.8
20000,0.0,94.5,1.6,3.9,0.9,49.0
24000,0.0,94.1,2.2,3.8,0.8,50.8
28000,0.0,95.0,1.4,3.6,0.9,49.0
32000,0.0,94.8,1.9,3.3,0.9,49.1
36000,0.0,94.1,1.8,4.1,0.8,50.3
40000,0.0,94.0,1.9,4.2,0.8,49.7
Min,0.0,1.6,1.4,3.3,-1.6,49.0
Max,0.0,95.0,31.6,66.8,0.9,51.0
Mean,0.0,74.6,8.3,17.2,0.3,49.8
