Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,12.4,0.9,11.8,75.0,-1.4,49.8
8000,35.4,2.2,13.6,48.9,-0.4,49.5
12000,67.4,2.8,12.8,17.0,0.9,49.9
16000,84.7,3.0,10.3,2.0,1.6,49.2
20000,87.2,2.8,8.6,1.4,1.7,50.1
24000,87.6,3.0,7.2,2.2,1.7,50.0
28000,87.2,3.3,7.5,1.9,1.7,49.3
32000,88.7,3.8,6.0,1.6,1.7,49.4
36000,88.5,3.1,6.3,2.2,1.7,49.0
40000,88.1,3.0,6.8,2.0,1.7,49.5
Min,12.4,0.9,6.0,1.4,-1.4,49.0
Max,88.7,3.8,13.6,75.0,1.7,50.1
Mean,72.7,2.8,9.1,15.4,1.1,49.6
