Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,11.7,1.0,12.9,74.4,-1.4,51.0
8000,35.5,2.3,11.9,50.4,-0.4,49.8
12000,71.0,3.6,8.5,16.9,1.0,49.4
16000,89.1,3.7,5.5,1.7,1.7,48.7
20000,89.0,3.9,5.0,2.1,1.7,48.8
24000,89.5,4.0,4.7,1.9,1.7,49.8
28000,90.2,3.8,3.5,2.6,1.8,49.5
32000,91.5,3.6,2.8,2.2,1.8,51.1
36000,90.8,4.1,2.6,2.5,1.8,50.4
40000,91.1,3.7,3.0,2.1,1.8,49.8
Min,11.7,1.0,2.6,1.7,-1.4,48.7
Max,91.5,4.1,12.9,74.4,1.8,51.1
Mean,74.9,3.4,6.0,15.7,1.2,49.8
