Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,9.9,1.0,13.9,75.2,-1.4,49.6
8000,30.7,2.3,16.9,50.0,-0.5,50.6
12000,65.8,2.5,15.9,15.7,0.9,50.1
16000,80.7,2.9,14.4,1.9,1.5,50.2
20000,81.0,3.0,14.3,1.7,1.5,49.5
24000,82.9,2.6,12.1,2.4,1.5,50.6
28000,83.2,2.7,12.1,2.0,1.5,50.3
32000,84.8,2.1,11.3,1.7,1.6,50.4
36000,85.0,2.4,10.6,2.1,1.6,48.6
40000,85.0,2.7,10.4,1.9,1.6,50.7
Min,9.9,1.0,10.4,1.7,-1.4,48.6
Max,85.0,3.0,16.9,75.2,1.6,50.7
Mean,68.9,2.4,13.2,15.5,1.0,50.1
