Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,11.2,1.1,12.0,75.7,-1.4,50.9
8000,32.2,2.2,14.8,50.9,-0.5,50.0
12000,68.0,2.9,13.2,15.9,0.9,50.8
16000,85.5,3.0,9.6,1.9,1.6,49.6
20000,86.8,2.8,8.4,2.0,1.6,50.1
24000,86.4,2.8,8.8,2.0,1.6,50.0
28000,88.1,3.0,6.6,2.2,1.7,51.1
32000,87.7,3.1,7.1,2.1,1.7,49.8
36000,88.0,2.7,7.2,2.1,1.7,49.6
40000,87.9,2.5,7.5,2.0,1.7,50.6
Min,11.2,1.1,6.6,1.9,-1.4,49.6
Max,88.1,3.1,14.8,75.7,1.7,51.1
Mean,72.2,2.6,9.5,15.7,1.1,50.3
