Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,12.2,1.1,11.9,74.8,-1.4,49.0
8000,11.9,5.8,36.8,45.5,-1.0,50.1
12000,14.8,40.9,22.3,22.0,0.0,50.1
16000,9.7,76.3,10.4,3.5,0.8,48.8
20000,6.1,81.5,8.7,3.6,0.8,50.5
24000,4.4,86.7,5.6,3.3,0.8,50.9
28000,2.8,89.5,3.5,4.2,0.8,49.6
32000,1.5,91.4,2.9,4.2,0.8,51.2
36000,2.1,90.1,3.7,4.1,0.8,49.9
40000,3.9,88.2,4.3,3.6,0.8,49.3
Min,1.5,1.1,2.9,3.3,-1.4,48.8
Max,14.8,91.4,36.8,74.8,0.8,51.2
Mean,6.9,65.2,11.0,16.9,0.3,49.9
