Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,0.0,1.6,31.7,66.7,-1.6,50.2
8000,0.0,12.7,30.8,56.5,-1.3,49.5
12000,0.0,65.5,13.2,21.3,0.1,49.3
16000,0.0,93.5,3.0,3.5,0.8,49.0
20000,0.0,94.7,1.8,3.5,0.9,49.5
24000,0.0,93.7,2.1,4.2,0.8,49.5
28000,0.0,93.8,2.1,4.1,0.8,49.0
32000,0.0,94.0,2.2,3.9,0.8,50.4
36000,0.0,93.6,2.3,4.1,0.8,49.2
40000,0.0,93.6,1.8,4.6,0.8,50.6
Min,0.0,1.6,1.8,3.5,-1.6,49.0
Max,0.0,94.7,31.7,66.7,0.9,50.6
Mean,0.0,73.7,9.1,17.2,0.3,49.6
