Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,11.9,1.2,11.7,75.1,-1.4,50.8
8000,33.8,2.6,13.5,50.0,-0.4,52.0
12000,70.0,3.5,10.3,16.2,1.0,49.5
16000,87.3,3.9,6.8,2.1,1.7,50.9
20000,87.7,4.1,6.3,1.9,1.7,48.9
24000,89.9,3.7,4.8,1.6,1.8,50.8
28000,89.3,3.9,4.6,2.2,1.7,49.7
32000,90.5,4.1,3.2,2.2,1.8,50.0
36000,89.5,4.3,4.2,2.1,1.7,50.1
40000,89.8,4.6,3.5,2.1,1.8,50.2
Min,11.9,1.2,3.2,1.6,-1.4,48.9
Max,90.5,4.6,13.5,75.1,1.8,52.0
Mean,74.0,3.6,6.9,15.6,1.1,50.3
