Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,10.3,1.1,12.7,75.9,-1.4,49.5
8000,30.7,2.0,16.3,51.0,-0.5,49.1
12000,67.7,2.5,14.1,15.7,0.9,50.2
16000,84.7,2.6,10.8,1.9,1.6,50.2
20000,86.2,2.1,9.8,1.9,1.6,47.6
24000,85.5,2.2,10.2,2.1,1.6,49.8
28000,86.7,2.1,9.2,1.9,1.6,50.7
32000,87.7,1.9,8.4,1.9,1.7,50.1
36000,88.5,1.8,7.7,2.0,1.7,51.2
40000,89.3,2.1,7.1,1.5,1.7,49.6
Min,10.3,1.1,7.1,1.5,-1.4,47.6
Max,89.3,2.6,16.3,75.9,1.7,51.2
Mean,71.7,2.1,10.6,15.6,1.0,49.8
