Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,12.5,1.1,11.3,75.1,-1.4,50.0
8000,13.4,3.8,37.4,45.4,-1.0,50.9
12000,16.6,36.6,26.0,20.8,0.0,50.5
16000,10.3,74.4,11.5,3.8,0.8,49.6
20000,4.2,86.2,5.8,3.9,0.8,50.0
24000,2.2,89.8,4.3,3.6,0.8,48.8
28000,2.6,89.7,4.2,3.5,0.8,49.6
32000,2.4,90.1,3.6,3.9,0.8,50.4
36000,2.0,91.2,2.9,3.9,0.8,50.2
40000,3.2,88.7,4.5,3.6,0.8,48.7
Min,2.0,1.1,2.9,3.5,-1.4,48.7
Max,16.6,91.2,37.4,75.1,0.8,50.9
Mean,7.0,65.1,11.1,16.8,0.3,49.9
