Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,0.0,1.5,30.5,68.0,-1.6,51.5
8000,0.0,16.1,25.9,57.9,-1.3,49.5
12000,0.0,68.9,9.9,21.2,0.2,50.5
16000,0.0,93.6,2.2,4.2,0.8,49.6
20000,0.0,94.4,1.9,3.6,0.9,51.0
24000,0.0,94.5,1.9,3.5,0.9,49.9
28000,0.0,94.7,1.5,3.8,0.9,51.0
32000,0.0,94.0,1.8,4.3,0.8,49.7
36000,0.0,94.3,2.0,3.6,0.8,49.6
40000,0.0,94.4,1.6,4.0,0.8,51.0
Min,0.0,1.5,1.5,3.5,-1.6,49.5
Max,0.0,94.7,30.5,68.0,0.9,51.5
Mean,0.0,74.6,7.9,17.4,0.3,50.3
