Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,0.0,1.2,32.4,66.5,-1.6,49.6
8000,0.0,12.1,33.1,54.8,-1.3,49.6
12000,0.0,62.5,14.2,23.3,0.0,51.3
16000,0.0,94.5,2.1,3.4,0.9,50.3
20000,0.0,93.9,1.9,4.2,0.8,50.4
24000,0.0,94.0,1.9,4.0,0.8,50.5
28000,0.0,93.1,2.5,4.4,0.8,51.0
32000,0.0,94.3,1.7,4.0,0.8,49.8
36000,0.0,94.3,1.7,3.9,0.8,49.8
40000,0.0,94.3,2.2,3.5,0.9,50.0
Min,0.0,1.2,1.7,3.4,-1.6,49.6
Max,0.0,94.5,33.1,66.5,0.9,51.3
Mean,0.0,73.4,9.4,17.2,0.3,50.2
