Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,0.0,1.7,30.6,67.7,-1.6,51.7
8000,0.0,17.5,26.1,56.4,-1.2,49.8
12000,0.0,69.7,9.1,21.2,0.2,50.4
16000,0.0,93.8,1.7,4.5,0.8,49.9
20000,0.0,94.0,2.0,4.1,0.8,50.2
24000,0.0,94.2,2.1,3.7,0.8,50.4
28000,0.0,94.3,2.1,3.6,0.8,49.0
32000,0.0,93.9,1.9,4.2,0.8,50.5
36000,0.0,93.6,1.9,4.6,0.8,49.9
40000,0.0,93.8,1.8,4.3,0.8,50.8
Min,0.0,1.7,1.7,3.6,-1.6,49.0
Max,0.0,94.3,30.6,67.7,0.8,51.7
Mean,0.0,74.7,7.9,17.4,0.3,50.2
