Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,11.2,0.9,13.4,74.4,-1.4,49.8
8000,30.2,2.5,16.5,50.8,-0.6,51.8
12000,63.2,2.1,18.9,15.8,0.8,49.5
16000,79.2,2.0,16.8,1.9,1.4,49.4
20000,80.7,2.1,15.5,1.7,1.4,49.5
24000,83.6,1.4,13.2,1.8,1.5,49.8
28000,85.1,2.1,10.8,2.0,1.6,49.6
32000,86.0,2.2,10.2,1.6,1.6,50.5
36000,85.6,2.4,10.1,1.9,1.6,51.3
40000,87.0,1.9,9.2,2.0,1.6,50.4
Min,11.2,0.9,9.2,1.6,-1.4,49.4
Max,87.0,2.5,18.9,74.4,1.6,51.8
Mean,69.2,2.0,13.5,15.4,1.0,50.2
