Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,10.4,1.2,12.4,75.9,-1.4,50.4
8000,32.1,2.4,14.8,50.6,-0.5,49.5
12000,68.1,3.4,12.2,16.4,0.9,49.1
16000,85.4,2.9,9.7,2.0,1.6,49.8
20000,86.3,3.0,9.0,1.7,1.6,50.5
24000,87.5,2.6,8.2,1.8,1.7,49.7
28000,88.5,2.7,6.8,1.9,1.7,48.7
32000,88.1,3.0,6.7,2.2,1.7,49.6
36000,89.1,3.2,5.7,2.0,1.7,49.9
40000,88.8,2.8,6.5,1.9,1.7,50.5
Min,10.4,1.2,5.7,1.7,-1.4,48.7
Max,89.1,3.4,14.8,75.9,1.7,50.5
Mean,72.4,2.7,9.2,15.6,1.1,49.8
