Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,0.0,1.4,31.4,67.1,-1.6,50.4
8000,0.0,15.2,26.7,58.1,-1.3,49.8
12000,0.0,67.5,11.4,21.1,0.1,50.3
16000,0.0,94.9,1.5,3.6,0.9,49.0
20000,0.0,94.2,2.1,3.8,0.8,48.9
24000,0.0,94.1,1.8,4.0,0.8,51.4
28000,0.0,94.8,1.7,3.5,0.9,50.4
32000,0.0,93.9,1.5,4.6,0.8,50.1
36000,0.0,94.0,2.0,4.0,0.8,50.1
40000,0.0,94.0,1.9,4.0,0.8,50.1
Min,0.0,1.4,1.5,3.5,-1.6,48.9
Max,0.0,94.9,31.4,67.1,0.9,51.4
Mean,0.0,74.4,8.2,17.4,0.3,50.0
