Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,0.0,2.0,30.2,67.7,-1.6,50.3
8000,0.0,16.3,27.3,56.4,-1.2,49.2
12000,0.0,69.1,10.1,20.8,0.2,50.5
16000,0.0,93.5,2.4,4.2,0.8,50.4
20000,0.0,94.3,1.9,3.8,0.8,51.1
24000,0.0,93.8,2.1,4.0,0.8,50.4
28000,0.0,93.9,1.9,4.3,0.8,50.1
32000,0.0,94.3,1.8,3.9,0.8,50.0
36000,0.0,94.8,1.8,3.4,0.9,50.5
40000,0.0,94.5,1.9,3.6,0.9,49.0
Min,0.0,2.0,1.8,3.4,-1.6,49.0
Max,0.0,94.8,30.2,67.7,0.9,51.1
Mean,0.0,74.7,8.1,17.2,0.3,50.1
