Episode,Wins,Draws,Losses,Invalids,Mean Rewards,X_First
4000,11.5,1.1,13.6,73.8,-1.4,50.3
8000,34.4,2.1,13.9,49.5,-0.4,49.6
12000,69.0,2.1,11.7,17.1,0.9,49.9
16000,85.8,1.7,10.4,2.0,1.6,49.2
20000,87.7,1.8,8.5,2.1,1.6,50.8
24000,89.3,2.5,6.6,1.6,1.7,50.0
28000,86.8,3.0,7.6,2.5,1.6,49.3
32000,88.7,2.9,6.6,1.9,1.7,50.7
36000,88.5,2.9,6.8,1.7,1.7,48.7
40000,89.7,2.2,6.0,2.1,1.7,50.4
Min,11.5,1.1,6.0,1.6,-1.4,48.7
Max,89.7,3.0,13.9,73.8,1.7,50.8
Mean,73.2,2.2,9.2,15.4,1.1,49.9
